row_id,label
201,1
202,1
203,0
204,1
205,1
206,1
207,0
208,0
209,0
210,0
211,0
212,1
213,0
214,0
215,0
216,0
217,0
218,1
219,0
220,0
221,0
222,0
223,0
224,1
225,1
226,0
227,0
228,0
229,0
230,0
231,1
232,1
233,0
234,0
235,0
236,0
237,0
238,0
239,1
240,1
241,0
242,1
243,1
244,1
245,0
246,1
247,0
248,0
249,0
250,1
251,0
252,0
253,0
254,1
255,0
256,0
257,1
258,0
259,0
260,0
261,0
262,1
263,0
264,1
265,0
266,0
267,1
268,1
269,0
270,1
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,1
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,1
298,0
299,0
300,0
