row_id,job_position_title,resume_text,job_description
201,Talent Acquisition Specialist / Recruiter,"HR GENERALIST         Skills        Microsoft Office Suite, SAP, Kronos, IBM, ADP, ATS, MSS, HRSS, and Oracle, Workbrain, T            Experience      HR Generalist     Jan 2015   to   Current      Company Name   －   City  ,   State     Provides strategic HR counsel by driving the company's HR practices.  Evaluates the current HR practices and makes recommendations for best in
    class solutions for contemporary HR issues.  Partners with Plant HR Manager Partner for disability processing, relocation coordination, HR
     requisition and PAF process, maintaining employee files and performance plan tracking and
     record keeping.  Client Manager for Security and Cintas.  Executed labour and employee relations activities that drive productivity and
     efficiency.  Provide labor relations and grievance counsel throughout the plant.  Execute talent management processes including; recruiting & staffing,.  Partner with regional health and safety manager to improve safety performance and reduce workers compensation costs.  Provide performance management, employee development, training and succession planning.  Administers employee benefit and compensation programs and other company initiatives as required.  Launched and currently managed a training database for employee performance and tracking.  Super User for the plant's HRIS system.  Generated enthusiastic, above goal participation in an employee engagement committee.         Sr. Administrative Assistant     Jan 2012   to   Jan 2015      Company Name   －   City  ,   State     Create highly effective organizational and filing systems, including quick and thorough indexing, filing and offsite storage, resulting in easy access to critical information and streamline office functioning.  Conduct extensive internet research on competitors and potential acquisitions, reporting findings to the facility manager.  Perform administrative management functions applicable to the assigned unit, e.g., payroll processing, data entry [...]","volt has partnered with a leading manufacturing company in san diego to help identify a recruiter for immediate hire
as a talent acquisition specialist  recruiter  you will be responsible for
 primary recruiting contact for hiring manager continually engages with hiring managers and leaders to understand the recruiting business
needs and required skills
 manage the candidate pipeline by implementing effective sourcing strategies effectively program manages recruitment campaigns as
required
 manage full cycle recruiting for client groups submit background checks drug screens etc
 responsible for quality of the prospective candidates that are presented to the hiring managers for open requisitions
 partnering with business leaders and hr team members to develop and maintain effective relationships
 maintain and ensure compliance with local recruitment policies  processes
 track candidate process and minimize time to hire resume cv to offer through driving the candidate pipeline
 understand and use workday the candidate database and ensure up to date data management of recruitment applications by hiring
managers at all times
 utilize all recruiting tools and resources job boards crm etc to ensure hiring managers are receiving top quality candidates for current and future talent needs
 ensure client satisfaction for the recruitment efforts within span of support by communicating business needs
 ensure the positive candidate experience is at the forefront of all recruitment activit [...]"
202,System Administrator,"NETWORK ADMINISTRATOR       Summary     Analytical  Network Administrator  adept at resolving complex network issues. Critical thinker who addresses customer support issues quickly and who consistently exceeds performance standards.        Highlights        Server administration, Technical documentation, Network security, Network management, Data backups, Disaster recovery,  Project Management, LAN Knowledge, Proxy Servers, Networking Knowledge, Network Design and Implementation, Network Troubleshooting, Network Hardware Configuration, Network Performance Tuning Microsoft Office expert   Microsoft Certified Solutions Associate (MCSA) Certificate  DHCP/DNS Ethernet and Firewall proficient  MS Office proficiency  Microsoft Certified Solutions Associate (MCSA):  [Name of Microsoft technology]   Microsoft Certified Technology Specialist (MCTS):  [Name of Microsoft technology]      Exceptional telephone etiquette  Patient and diligent  Troubleshooting proficiency  Windows XP/Vista  Proficient in AVG, Printers, PC Security systems            Accomplishments       Exceeded monthly goals by successfully handling more than  80  trouble tickets per week.          Experience      Network Administrator     Feb 2006   to   Mar 2016      Company Name        Establishes networking environment by designing system configuration; directing system installation; defining, documenting, and enforcing system standards.  Maximizes network performance by monitoring performance; troubleshooting network problems and outages; scheduling upgrades; collaborating with network architects on network optimization.  Secures network system by establishing and enforcing policies; defining and monitoring access.  Reporting network operational status by gathering, prioritizing information; managing projects.  Maximizing corporate network services uptime.  Giving over the phone, email and remote support to customers.  Implementing network security measures to protect data, software, and hardware.  Utilize [...]","intrepid museum is now hiring system administrator in new york ny  view job listing details and apply now

the systems administrator is responsible for the daily operations of the it systems infrastructure and the management of the it servers and network this position is responsible for insuring that all it facilities computer systems and applications achieve and maintain a service level of  for the museum the systems administrator will adhere to all it policies and procedures and will work with the vp of it it manager and team members to develop maintain and adhere to pci gdpr ccpa it best practices and provide evidence for audit compliance the systems administrator will stay abreast of the latest it systems technology and serve as a trusted advisor to the vp of it and it manager and champion those business initiatives and goals presented by the museums departments

responsibilities include but are not limited to
 ensure that all it infrastructure computer operating systems and applications achieve and maintain a service level of  percent uptime availability annually
 maintain and verify that all network facilities and servers are maintained with the latest software updates patches and fixes required by the it vendors to maintain support
 maintain and verify that it software hardware and network facilities are maintained with the appropriate vendor maintenance and support required to ensure uptime availability at  percent
 escalate triage and handle service issues to msp as [...]"
203,Chief Executive Officer - CEO Consultant,"SR. NETWORK ENGINEER       Summary      Bilingual Network Engineer offering in-depth understanding of IT infrastructure areas, particularly IT Network Design, Implementation & Optimization of Wired & Wireless Network. Detail-oriented self-starter with demonstrated success in initiating, tracking, reporting and closing projects.         Certifications    CCT Data Center, CCNP, CCNA, MCSE, Security +, Network +, A+      Skills       Routers: Cisco 17XX, 18XX, 26XX, 28XX, 37XX, 38XX, 39XX &72XX series & ASR 1K & 9K Series     Switches: Cisco 3550, 3750, 45XX, 65XX series, Nexus  5K, 2K, 7K, 9K    Load Balancer: Cisco CSS, F5 Networks     WAN Optimization: Cisco WAAS, PPP Multilink Routing: OSPF, EIGRP, BGP, RIP-2, PBR, Route Filtering, Redistribution, Summarization, Static Routing.     Switching: VLAN, VTP, STP, PVST+, RPVST+, Inter VLAN routing &Multi- Layer Switching, Multicast operations, Layer 3 Switches, Ether channels, Transparent Bridging     LAN: Ethernet, Fast Ethernet, Gigabit Ethernet, FDDI, CDDI, Token Ring, ATM LAN Emulation     WAN: Leased lines 64k - 155Mb (PPP / HDLC), channelized links (E1/T1/E3/T3), Fiber Optic Circuits, Frame Relay, ISDN, and Load Balancing.     Various Features & Services: IOS and Features, HSRP, GLBP, IRDP, NAT, SNMP, SYSLOG, NTP, DHCP, CDP, DNS, TFTP and FTP Management.     IP Telephony: IP Telephony utilizing Cisco routers, FXO/FXS/E&M/T1/ISDN/ PRI, Call manager (publisher & subscriber) AAA Architecture: TACACS+, RADIUS, Cisco ACS.     Security / Firewalls: Cisco ASA Firewalls 55XX, IPSEC & SSL VPNs, IPS/IDS, DMZ Setup, CBAC, Cisco NAC, ACL, IOS Firewall features, IOS Setup & Security Features       Juniper: EX 2200, EX 4200, EX 4500, MX-480, M Series, SRX210, SRX240    VPN: Remote VPN & Site to Site VPN, DMVPN    Wireless Site assessment using AirMagnet & Ekahua Adaptors.​    Installation, configuration and maintenance of Palo Alto Firewalls.   ​       Work Experience      Sr. Network Engineer     Sep 2014   to   Jul 2017      C [...]","company overview

exechq is a consulting firm comprised of executives with extensive csuite eg cfo coo cmo ceo etc experience delivering ondemand and costeffective solutions for complex business problems faced by ceos and business owners

we offer fractional interim or projectbased services to clients that need a higher level of expertise or experience than they currently have or have the ability to retain on a fulltime basis we believe that every company deserves the right executive we believe that many ceos andor business owners can better focus on their core responsibilities and reach maximum effectiveness when they are able to take off some of their multiple hats delegating these areas of responsibility to trusted business advisors

job summary

consulting ceo to work with the other principals in our firm to provide the best solutions to our clients across the globe apply your knowledge and expertise gained from your experience as a fulltime or consulting ceo to help business owners andor ceos help their organizations as they need we are looking for ceos with an entrepreneurial spirit who want to work with a firm who treats their consultants as its  priority and clients a close second

responsibilities and duties
 apply your skills and knowledge as a chief executive officer to assist your clients as needed with leadership turnarounds taking them to the next level executive coaching building effective teams etc
 employ our training and coaching to expand your business netw [...]"
204,Customer Service Representative - Remote,"BUSINESS DEVELOPMENT CENTER MANAGER         Professional Summary     Dynamic Marketing Manager with more than 7 years in the Sales Management and Territorial Marketing Industries. Creative and innovative team player with compelling leadership skills. Highly customer service oriented with excellent written and verbal communication skills which enhance the customer service experience. Excels in deadline-driven account management with an established track record of remarkable sales results.       Experience      Business Development Center Manager  ,   08/2017   to   10/2018    Company Name   －   City  ,   State      Achieving daily-weekly and monthly goals and objectives.  Making 75-100 outbound calls per day.  Initiating and Responding to customers with 40-60 emails per day.  Working in a computer based management tool.  Setting a volume of appointments daily.  Following up with customer vehicle inquiries efficiently to maximize opportunities.  Effective working as part of a team.          Internet Sales Manager  ,   12/2016   to   03/2017    Company Name   －   City  ,   State       Maintained a 94% average of leads answered in <15>     3 minute average answer time per lead.     Worked flexible schedule and from home office to insure precise customer lead follow up     Provided expert product and service information.         Delivered 5 Units during first week of hire  Ensure that salespeople are informed of all incoming appointments  Enhance customer satisfaction during the entire purchase experience.  Partner with the Financial Services Department to develop and coordinate best practices for the most efficient and effective sales approach          Sales Consultant  ,   12/2016   to   08/2017    Company Name   －   City  ,   State       Contributed to repeat and referral business by using strong customer service and problem solving skills.     Maintained a  98 % customer service satisfaction rating per KIA Performance Center.       Worked flexible schedule to accommo [...]","the opportunity 
the customer service representative supports customers by providing helpful information answering questions and responding to customers theyre the front line of support for clients and customers and they help ensure that customers are satisfied with products services and features as a customer service representative you will partner with sales logistics inventory management leadership team and customers to achieve optimal customer satisfaction
 
responsibilities 
    supports the assigned business unit and their teams to achieve revenue and profitability goals
     to resolve daily customer issues and identify strategic solutions for key customers
     play an integral role in the teams support of providing superior business guidance and the greatest customer experience possible
     actively pursue opportunities to provide input and guidance to management on best practices and ideas to find additional ways to deliver an exceptional customer experience
     maintain a positive empathetic and professional attitude toward customers at all times
     respond promptly to customer inquiries
     acknowledging and resolving customer complaints
     knowing transtars product offering to best answer questions
     processing orders forms applications and requests
     keeping records of customer interactions transactions comments and complaints
     communicating and coordinating with colleagues as necessary
     providing feedback on the efficiency of the customer s [...]"
205,Business Development Executive /Remote with Travel/ - with Growth...,"DIRECTOR, BUSINESS DEVELOPMENT           Executive Profile     Passionate sales executive and recognized, respected leader.  Forward and creative thinker producing bottom line results.  Cultivates, nurtures and maintains long-term customer relationships to boost sales and grow brand visibility.  Consistently exceeds revenue goals, opens new accounts and generates new business opportunities.  Extensive experience in account and customer management.  Proven track record of success.       Skill Highlights          National account management  Business development  Powerful negotiator  Revenue production  Sales forecasting and analytics  Relationship cultivation        New opportunity prospecting  Strategic planning  Category management  Enthusiastic, professional demeanor  Market analysis  Project Management            Core Accomplishments       Launched CPG division of a 23 year old sales and marketing firm 90 days after employment began  Top sales person nationally two months into plan at NCR  Grew territory by 53% in the first year at NCR; Top 8% of sales representatives nationwide  Increased revenue with Walmart by an additional $3.3M during first quarter at Azteca Milling  Grew the business with Sam's Club at Glazer's by 15.98% in first year  Increased item distribution by nearly 100% in one high-profile Sam's Club while at Glazer's        Professional Experience      Director, Business Development    October 2014   to   Current     Company Name   -   City  ,   State      Solely built and launched  the CPG division of 2020 Companies within 90 days of hire  Created strategic alliance with similar company that expanded our reach into Canada  Closed business with 3 new CPG clients within first 6 months of employment  Oversees projects from conception to completion to ensure flawless execution for clients  Consistently arranges client meetings locally and domestically to attain new or additional business  Designed and implemented supporting sales reporting systems; de [...]","we are on the lookout for an enthusiastic business development executive remote with travel to join our exceptional team at usc consulting group lp in atlanta ga 
growing your career as a full time business development executive remote with travel is a fantastic opportunity to develop useful skills
if you are strong in presentation creativity and have the right experience for the job then apply for the position of business development executive remote with travel at usc consulting group lp today

usc consulting group is a forward moving consulting firm that partners with clients to provide greater value and competitiveness within their businesses we provide multiple skills and business techniques such as systems solutions process improvement quality function deployment continuous flow manufacturing and integrated supply chain management

usc has established a reputation of excellence since  and we continue to generate growth with a major client base a business development executive with our organization will lead all aspects of the sales cycle and will demonstrate proven closing skills and extensive experience selling intangible services through oneonone presentations to clevel executives they must demonstrate highly developed interpersonal skills be driven to excellence and motivated to be very successful

business executives should have significant business experience at various levels of senior management with some having spent time in the csuite it is not required to come [...]"
206,Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...,"GROUP FITNESS INSTRUCTOR       Summary    7+ years customer service experience Advanced written and spoken communication skills in varying audiences 2+ years experience working with employers and job seekers in all aspects of job searches 2+ years experience conducting group and individual interviews, anticipating job-readiness, administering aptitude tests and identifying training needs Knowledge of employment and training, state and federal laws, policies, rules and regulations Highly self-motivated with effective time and workload management skills Knowledgeable and intuitive computer hardware and software abilities              Devised a successful recruiting plan for new call centers, which resulted in  [Number]  new employees in  [Number] -months.            Education     2012     Western New Mexico University   City  ,   State       Masters of Business Administration (MBA)             2003     Western Washington University   City  ,   State       Bachelor of Arts  :   English    English       May 2016     Additional Trainings, Certifications, Research Work
National Federation of Professional Trainers (NFPT) 
Personal Training Workshop and Certification             February 2016     Keiser M3 Indoor Cycling Instructor Program
Indoor Cycling Certification             December 2015     CorePower Yoga
200 Hour Yoga Teacher Training      Chicago Yoga Center
100 Hour Yoga Teacher Training       May 2008     CPR Certified
*Non Violent Communication Research              Experience     January 2014   to   Current     Company Name   City  ,   State     Group Fitness Instructor        Responsible for teaching several group fitness classes including Yoga, Cycle, and Aqua Promote knowledge of proper group fitness components, (i.e.  warm up, aerobic exercise, cool down) Ensure proper alignment and safety of all participants Maintain the group fitness equipment and room Participate in Continuing Education Credits throughout the year.         January 2013       Company Name [...]","strength and conditioning jobs in virginia usa  apply for strength  conditioning coach jobs at onelife fitness  falls church va onsite see job descriptions requirements and the link to apply

summary objective

provide personalized attention and professional fitness instruction to explosive performance members build training business through referrals and improve members lives under the management of theexplosive performance site director and with theexplosive performance team

essential functions
 develop and maintain your training business
 help recruit and retain explosive performance members
 monitor coach and instruct members in safe and effective exercise tactics
 support and participate in efforts that promote explosive performance to become the leading sportspecific training company in the nation through education effort and ingenuity

job responsibilities
 provide high level of personal service and attention
 maintain a minimum of  client hours weekly
 conduct fitness assessments and smart start appointments
 achieve average  percent booking rate per floor hour in smart start or other meaningful personal training entry points for members
 respond appropriately to questions comments and complaints from members guests and visitors
 highlight and promote all activities events training programs and services
 participate in special events to recruit and educate members
 qualify all leads using the exercise readiness questionnaire and member questionnaire
 attend all manda [...]"
207,Data Entry Clerk,"SYSTEM ADMINISTRATOR             Experience        03/2009      Company Name          21674	SKSIT Security and the Wireless Environment	         11/05/12 18640	SKSIT Securing WLANs	         10/30/12 27481	SKSIT Building and Securing VoIP Networks	         03/20/12 36542	SKSIT Protecting Windows 7 Against  Malware and Vulnerabilities          03/13/12 30688	SKSIT Physical Security	         02/03/12 14766	SKSIT FIREWALLS AND VPNS	         01/23/12 34601	KISAM Service Manager (SM) Overview	         09/27/11 31699	Adding of Assets in KISAM Asset Manager	         09/26/11 31856	Windows Server 2008 System Administration	         04/01/11 28902	STAN - Security Configurations for Windows 2003 Servers	         01/31/11 28801	""EOps Test Planning Procedures OS, Databases and COTS""	         01/20/11 14763	SKSIT (ANS) ENCRYPTION TECHNOLOGIES	         04/09/10 23796	SKSIT Intrusion Detection and Response in Networked Environments        	03/22/10 21797	SKSIT Introducing Voice Over IP	         04/15/09 21674	SKSIT Security and the Wireless Environment	         04/14/09 17090	SKSIT Wireless Communication Basics	         04/10/09 17623	SKSIT Auditing and Monitoring	         05/01/08 21597	SKSIT (ANS) The Fundamentals of Networking	         04/25/08 18287	SKSIT ITIL: Problem and Change Management	         04/24/08 18054	KARTA Introduction to the Certification & Accreditation Process	         04/12/07 18064	KARTA Information Security Awareness - Beginner	         04/11/07 13085	SKSBS BUILDING RELATIONSHIPS TO GET RESULTS	         08/03/06 14115	SKSIT INTERNET SECURITY: FIREWALL PRINCIPLES	         08/02/06 14025	SKSIT CISCO ROUTERS, FIREWALLS, AND PERIMETER SECURITY    07/31/06 14780	SKSIT Wireless Security	         07/31/06 15248	WINDOWS SERVER 2003 ACTIVE DIRECTORY SERVICES	         04/07/06 17633	SKSIT Malicious Code	         03/24/06 18035	KARTA Technical Controls	         03/23/06 18041	KARTA Risk Management	         03/22/06 18034	KARTA Operational Controls	         03/17/06 180 [...]","work from homeremote customer service

we are looking for people who are motivated to participate in paid research across the country and local areas join our work from home usa market research panel today

you have two options when it comes to paid research  you can either take part in person or online this is a great way for you to make extra income at home as data entry clerk we would love to see you apply for a spot while we still have spots

compensation
 work from home and take surveys to earn money
 there are many payment options including paypal direct checks and online virtual gift cards codes
 opportunities to earn rewards

responsibilities
 take part with work from home surveysstudies by following written and oral instructions
 participate in research focus groups
 each panel receives a complete written study
 if products or services are provided you must actually use them

needs
 you must have a working camera on your smart phone or a webcam on your desktoplaptop
 access to reliable internet connection is essential
 you would like to be fully involved in one or more of these topics
 capacity to understand and follow written and oral instructions
 although part time data entry and at home customer service experience are not necessary they are highly beneficial

job benefits
 participation in online and inperson discussions
 if you work remotely there is no commute
 no minimum hrs this is a work from home job
 get free samples from our partners and sponsors for your [...]"
208,Job Coach,"MEMBERSHIP COORDINATOR       Career Focus    I would like the opportunity to share more about my work experience and how my skill set could contribute to the
successful day-to-day running of your company. I'd be happy to supply strong references at your request.
I am currently in pursuit of a career and believe my skills could greatly contribute to your company.
Gainful employment in a well structured cooperative environment in which my skills and hard work can be optimally
utilized. Frankly stated I am looking for a career as opposed to a ""job"".      Summary of Skills          Reliable and dependable          High customer service standards  Active listening skills          Flexible scheduling  Top sales performer          Superior organization skills  Customer service expert          Excellent multi-tasker  Opening/closing procedures          Superb sales professional  Sharp problem solver          Bar management      Time management ability  Excellent communication skills  Strong lead development skills  Goal-oriented   Focused on customer satisfaction   Customer service expert    Employee training  Clean and professional  Cold calling  Self-motivated            Professional Experience     05/2014   to   Current     Membership Coordinator    Company Name   －   City  ,   State      As Membership Coordinators I am responsible for selling memberships at the health club.  The position requires that
     the membership coordinator generate at least 60% of my own prospects through normal prospecting channels.  The other 40% may originate from club advertising and promotions.  A strong working relationship with club staff
     is expected of the membership coordinator.  Paperwork and administrative follow-up on personal sales, along with
     personal follow-up on new memberships are essential tasks.  Responsibilities and Approximate Time Distribution
     15% - Telephone solicitation, prospecting and other follow up.  4% - Sending mailings to prospects.            60% [...]","job coach  job description

summary

the job coach will provide assistance to the vocational rehabilitation team by providing support and coverage for individuals who are being served on a community work site the job coach is to assist the individual in the learning process to perform the essential functions of the job they are performing as well as to provide guidance on soft skills and interpersonal behaviors in addition the job coach is to identify any accessibility issues and accommodations job coach positions are prn unless otherwise specified

responsibilities
 assess worksite accessibility and identify any accommodations needed
 perform a task analysis and create a learning structure for the individual based on his or her needs to perform the job duties
 facilitate the learning process for individuals on a community job site
 maintain detailed and accurate daily notes of coaching activity
 communicate with vocational rehabilitation staff referral sources consumers and consumers team effectively
 provide a timely report of the job coach assignment weekly utilizing the proper report template
 manage and submit timesheets for individuals that are coached weekly
 report any concerns regarding the individual being coached andor the job site immediately
 at times provide travel training for public transportation

requirements
 must be dependable and able to function independently professionally and responsibly
 excellent oral and written communication skills
 excellent time [...]"
209,Sales Associate - Sun Center,"TRAINING & DEVELOPMENT SPECIALIST/HR         Summary    Seeking to obtain a position within Human Resource Management where my acquired skills in Employee Engagement and Training & Development will be challenged and acknowledged in a direction where I can be committed to personal, professional, and community growth. Extensive experience in Human Resource Management, Training & Development, Employment Engagement, Temporary Services and Talent Acquisition. With proven leadership abilities that includes professional, interpersonal communication, presentations, and training.  Strong project management skills working cooperatively with cross functional groups demonstrating a commitment to team successes with a winning mentality.  Proficient user of Microsoft suite, HRIS, and Learning management data systems.          Experience      Training & Development Specialist/HR  ,   09/2013   to   Current    Company Name   －   City  ,   State      Responsible for organizational development.  Developed and managed programs; Career Path (apprenticeship program), Education Reimbursement, Employee Suggestion, Professional (salaried)development, New Hire Orientation, New Hire Luncheon, and Shares for Cares.          Workforce Development and Human Resource Manager  ,   08/2006   to   01/2012    Company Name   －   City  ,   State      Developed recruitment relationships within the non-profit community Delivered world-class customer service/client relations; identified client needs and opportunities for success through established WFD program in Kent Co.  Ensure successful hire-in of the client through positive relationships, employment training and coaching/counseling feedback.  Maintained dependable results with placement in non-profit community to commit to retention expectations of program.  Successfully placed within 18 months, over 800 temporary associates in full time long-term positions through non-profit organizations including Michigan Works, Goodwill and GRCC exceeding progra [...]","about old navy

forget what you know about oldschool industry rules when you work at old navy youre choosing a different path from day one weve been on a mission to democratize fashion and make shopping fun again our teams make style accessible to everyone creating highquality musthave fashion essentials for the whole family with love season after season

we opened our first store in  in san francisco and have been on a roll ever since we cultivate a community of playful personalities that thrive in a fastpaced environment where our employees can be their most authentic selves here were family

about the role

in this role you will engage and connect with our customers by providing excellent customer service you will be an expert in product and use this expertise to educate inform inspire and outfit the customer you will offer information to the customer on current merchandise assortment store promotions and events and execute operational processes effectively and efficiently your goal is to bring our brand to life for our customers while building brand loyalty and delivering with productivity

what youll do
 acknowledge and assist customers locate merchandise efficiently using various methods answer questions quickly and accurately
 offer style and outfit suggestions to the customer utilizing mannequins and displays for inspiration
 promote loyalty by educating customers about our loyalty programs
 leverage omni channel offerings to deliver a frictionless customer experience [...]"
210,Software Developer- Entry Level,"HR BUSINESS PARTNER II       Summary    To obtain a position in the Human Resources field where I can utilize proven people-oriented skills to develop and promote a positive work environment. This position would leverage my professional experiences and job knowledge to enable me to make an immediate contribution to the organization; while providing me with a challenging work environment that will allow me to continue to learn and grow.      Core Competencies          Human Capital Planning  Employee Engagement  Change Leadership  Project Management  Hiring and retention  Training and development  Performance management strategies                 Experience     12/2002   -   Current     Company Name   －   City  ,   State    HR Business Partner II        Experienced HR professional with successful career in banking, operation/procedural development, and administration.  Excel at interfacing with employees at all levels to ensure organizational goals are attained.  I support the South Florida Retail LOB (Approx 330 Employees).  Possess excellent communication, analytical, and organizational skills.  Support the following functions within the Retail line of business; Employee Engagement analysis and delivery (this including focus groups and listening sessions), Talent Review, organizational design, Performance and talent management cycles, and partner with learning to coordination professional skills based training registration and annual compliance training adherence, Support Market Manager and Regional Managers on all HC initiatives (Recruiting, Training, Performance, Development, Engagement, Retention).  Excel within fast paced environments where indirect leaderships skills are the keys to success.  An effective project manager with the skills necessary to direct, train and motivate teams to their fullest potential.  Deposition Simplification OCM Core Team - HR Project Lead Change Leadership Series HR Total Rewards Ambassador work stream.         09/1992   -   10/200 [...]","apprentice now has an excellent tech job opportunity for individuals looking to start and build a new career in technology as a software developer our client is an industry leader in technology services and consulting providing you a great job opportunity in the tech field to get your foot in the door

you will have the opportunity to work alongside a team of professionals to solve reallife problems and learn how to make an impact they will equip you with everything you need to know to make a meaningful impact as a professional within their organization and start your new career off right this is a fulltime salaried opportunity with benefits and no prior technical experience required

software development job duties may include but not limited to

responsible for developing solutions for clients using appropriate software

involves daytoday configuration build test support and maintenance

build and test interfaces for application development assignments test all code developed as per the defined quality process standard

develop userfacing applications that address the functional requirements while providing a superior user experience to the endusers

develop software and integration flows for clients

design execute and automate scenarios scripts and procedures

document software defects using a bug tracking system

participate in trouble shooting existing software issues and implement as per the change management process

design and configure interfaces needed to transfer [...]"
